zpid,longitude,latitude,bathrooms,bedrooms,address,price,zipcode,living_area,home_type,rent_zestimate,unit,time_on_zillow
65552033,-87.62754,41.86114,1.0,1.0,1530 S State St APT 415,2800.0,60605,1065.0,CONDO,2248.0,Apt 415,5625000
60270579,-87.64906,41.880234,2.0,2.0,843 W Monroe St APT 2F,3300.0,60607,1000.0,APARTMENT,3657.0,Apt 2F,46056000
446735593,-87.61685,41.88554,1.0,1.0,450 E Benton Pl #2308,2534.0,60601,690.0,APARTMENT,,# 2308,90383000
89908245,-87.64045,41.894466,1.0,1.0,451 W Huron St UNIT 1209,3200.0,60654,850.0,APARTMENT,2643.0,Unit 1209,92258000
2112016331,-87.628944,41.874878,1.0,0.0,525 S Dearborn St APT 605,1695.0,60605,550.0,APARTMENT,2752.0,Apt 605,129830000
3868964,-87.617935,41.884876,2.0,2.0,360 E Randolph St APT 3602,4800.0,60601,,CONDO,3903.0,Apt 3602,162399000
65546971,-87.64883,41.879482,2.0,2.0,842 W Adams St FLOOR 2,2750.0,60607,,APARTMENT,3056.0,Floor 2,167614000
446702980,-87.62467,41.869102,1.0,0.0,1100 S Michigan Ave #2090,2525.0,60605,500.0,APARTMENT,,# 2090,171996000
2077324985,-87.63782,41.895157,3.0,3.0,361 W Superior St #A,5400.0,60654,1764.0,TOWNHOUSE,5064.0,# A,181194000
446693201,-87.62768,41.863846,1.0,1.0,1402 S State St #T2,2198.0,60605,794.0,APARTMENT,,# T2,184012000
87722258,-87.629906,41.873093,1.0,0.0,640 S Federal St APT 703,1425.0,60605,,APARTMENT,1952.0,Apt 703,187116000
3875775,-87.62987,41.86482,2.0,2.0,1328 S Federal St UNIT F,3200.0,60605,,TOWNHOUSE,2329.0,Unit F,188844000
60270954,-87.62691,41.86209,1.0,1.0,5 E 14th Pl APT 1002,2425.0,60605,830.0,CONDO,2516.0,Apt 1002,226628000
70471099,-87.6257,41.882275,1.0,1.0,5 N Wabash Ave APT 1706,2900.0,60602,900.0,APARTMENT,2285.0,Apt 1706,230102000
2111604449,-87.625725,41.88228,1.0,1.0,5 N Wabash Ave,2900.0,60602,900.0,APARTMENT,2345.0,,230455000
89970253,-87.646484,41.863895,1.0,1.0,1355 S Halsted St UNIT 304,1800.0,60607,800.0,APARTMENT,2186.0,Unit 304,230528000
446672186,-87.62248,41.89232,1.0,1.0,201 E Ohio St #1715,2725.0,60611,586.0,APARTMENT,,# 1715,252305000
446672066,-87.64036,41.888298,2.0,2.0,344 N Canal St #2111,5112.0,60606,1250.0,APARTMENT,,# 2111,252638000
342149949,-87.632324,41.895836,1.0,1.0,733 N La Salle Dr UNIT 1,2680.0,60654,779.0,APARTMENT,2794.0,Unit 1,267758000
446649958,-87.629196,41.889816,2.0,2.0,29 W Hubbard St #1702,4000.0,60654,1997.0,APARTMENT,,# 1702,277429000
65566286,-87.631584,41.896217,2.0,2.0,744 N Clark St APT 704,3200.0,60654,,APARTMENT,3252.0,Apt 704,325183000
87697647,-87.621574,41.86615,2.0,2.0,1235 S Prairie Ave APT 2909,3950.0,60605,1469.0,APARTMENT,3129.0,Apt 2909,335443000
3875822,-87.62993,41.86541,2.0,2.0,1312 S Federal St UNIT C,3200.0,60605,1281.0,TOWNHOUSE,2920.0,Unit C,347615000
99357239,-87.645035,41.884,1.0,1.0,659 W Randolph St APT 618,2800.0,60661,840.0,SINGLE_FAMILY,2598.0,Apt 618,349648000
446398260,-87.627144,41.89037,1.0,1.0,440 N Wabash Ave #1480,2950.0,60611,900.0,APARTMENT,,# 1480,358799000
444849843,,,3.0,4.0,(undisclosed Address),10000.0,60607,,SINGLE_FAMILY,,,404017000
60202934,-87.641846,41.895363,2.0,2.0,525 W Superior St APT 323,3800.0,60654,1250.0,APARTMENT,3412.0,Apt 323,425254000
2084488168,-87.62942,41.873016,2.0,1.0,714 S Dearborn St FL 5,3250.0,60605,2700.0,APARTMENT,6738.0,Fl 5,431315000
443220354,-87.64924,41.892265,2.0,2.0,550 N Milwaukee Ave #1,3295.0,60642,600.0,APARTMENT,,# 1,508079000
2089631966,-87.62704,41.869446,1.0,1.0,1021 S State St APT 204,2195.0,60605,1000.0,CONDO,2095.0,Apt 204,509579000
446286936,-87.650185,41.88502,3.0,2.0,164 N Peoria St #4102,7410.0,60607,,APARTMENT,,# 4102,527824000
119971643,-87.64211,41.87833,1.0,1.0,565 W Quincy St UNIT 1714,2200.0,60661,600.0,APARTMENT,2200.0,Unit 1714,595376000
446231028,-87.61585,41.885803,1.0,1.0,195 N Harbor Service Dr #201,2490.0,60601,755.0,APARTMENT,,# 201,608805000
70469216,,,1.0,2.0,(undisclosed Address),3100.0,60611,1100.0,APARTMENT,2779.0,,610997000
2102633503,-87.61702,41.893105,1.0,1.0,400 E Ohio St #3211,1699.0,60611,,APARTMENT,2624.0,# 3211,619550000
80814114,-87.632935,41.88941,1.0,0.0,400 N La Salle Dr APT 2003,2200.0,60654,534.0,APARTMENT,2025.0,Apt 2003,675401000
2110889881,-87.64761,41.863396,3.0,2.0,817 W University Ln #817,3200.0,60608,1700.0,SINGLE_FAMILY,2928.0,# 817,687350000
2085026625,-87.62301,41.891193,2.0,2.0,160 E Illinois St APT 2207,4000.0,60611,,SINGLE_FAMILY,2976.0,Apt 2207,742344000
446023710,-87.62288,41.860584,1.0,1.0,1550 S Indiana Ave #1-601,2200.0,60605,1000.0,TOWNHOUSE,,# 1-601,750863000
3868690,-87.616554,41.889854,3.0,3.0,424 E North Water St UNIT D,6500.0,60611,2200.0,TOWNHOUSE,6080.0,Unit D,771587000
446000153,-87.63747,41.88762,2.0,2.0,413 W Wolf Point Plz #4309,4500.0,60654,1302.0,APARTMENT,,# 4309,776941000
65568249,-87.628654,41.88285,1.0,1.0,20 N State St APT 605,2195.0,60602,675.0,APARTMENT,2119.0,Apt 605,777978000
445996588,-87.6489,41.88178,1.0,0.0,840 W Madison St #303,2245.0,60607,546.0,APARTMENT,,# 303,785240000
445996103,-87.64277,41.885475,1.0,1.0,181 N Jefferson St #1110,2190.0,60661,700.0,APARTMENT,,# 1110,786343000
62014772,-87.62531,41.866486,2.0,2.0,1235 S Wabash Ave FLOOR 4,3100.0,60605,1490.0,APARTMENT,3085.0,Floor 4,796784000
445923350,-87.617966,41.89286,1.0,1.0,600 N McClurg Ct APT 1412,2580.0,60611,854.0,APARTMENT,,Apt 1412,867154000
2129888898,-87.64779,41.886234,2.0,3.0,216 N Halsted St UNIT 3,4200.0,60661,1800.0,APARTMENT,5965.0,Unit 3,868961000
101428620,-87.64812,41.879906,1.0,1.0,123 S Green St APT 709B,2800.0,60607,,APARTMENT,2466.0,Apt 709B,871229000
2056229288,-87.62665,41.889492,1.0,1.0,801-07 N Wabash Ave E #42-50,2295.0,60611,635.0,APARTMENT,2849.0,# 42-50,907654000
118417221,-87.63986,41.89528,6.0,5.0,433 W Superior St,16500.0,60654,7342.0,SINGLE_FAMILY,17554.0,,941509000
2082638867,-87.628876,41.873043,1.0,1.0,711 S Dearborn St UNIT 508,2500.0,60605,970.0,CONDO,3295.0,Unit 508,952087000
87722950,-87.63523,41.894566,1.0,1.0,225 W Huron St APT 503,2250.0,60654,,APARTMENT,2513.0,Apt 503,966173000
2057085613,-87.634514,41.89514,2.0,2.0,708 N Wells St #906,4347.0,60654,1121.0,APARTMENT,3923.0,# 906,1050691000
444702447,-87.62975,41.895775,1.0,1.0,737 N Dearborn St #1305,2020.0,60654,780.0,APARTMENT,,# 1305,1213608000
89931866,-87.64724,41.88708,1.0,1.0,740 W Fulton St APT 511,2900.0,60661,800.0,APARTMENT,2212.0,Apt 511,1213977000
60268518,-87.6283,41.89377,2.0,3.0,630 N State St APT 1101,3495.0,60654,1900.0,APARTMENT,5331.0,Apt 1101,1261836000
63700403,-87.63016,41.89267,2.0,2.0,600 N Dearborn St APT 1804,3850.0,60654,940.0,APARTMENT,3167.0,Apt 1804,1295753000
58366039,-87.64152,41.889633,3.0,3.0,428 N Clinton St,7500.0,60654,2000.0,TOWNHOUSE,5474.0,,1303339000
444371806,-87.63018,41.89003,1.0,0.0,58 W Hubbard St #1,2000.0,60654,575.0,APARTMENT,,# 1,1386688000
443019565,-87.626625,41.89511,1.0,1.0,30 E Huron St #1400,2495.0,60611,850.0,APARTMENT,,# 1400,1396898000
60270672,-87.62996,41.861107,2.0,2.0,61 W 15th St APT 401,3200.0,60605,1250.0,CONDO,2854.0,Apt 401,1456068000
444153128,-87.62244,41.867317,1.0,0.0,1211 S Indiana Ave #9,2223.0,60605,488.0,APARTMENT,,# 9,1464221000
3872261,-87.62809,41.870872,1.0,1.0,899 S Plymouth Ct APT 2105,2195.0,60605,825.0,APARTMENT,2028.0,Apt 2105,1547828000
80822959,-87.650314,41.88285,1.0,1.0,909 W Washington Blvd APT 901,2650.0,60607,1000.0,APARTMENT,2685.0,Apt 901,1552740000
2082227985,-87.629776,41.89644,1.0,0.0,785 N Dearborn St,1949.0,60654,675.0,APARTMENT,2290.0,,1561289000
443950473,-87.62675,41.879715,1.0,1.0,26 E Adams St #902,1995.0,60603,523.0,APARTMENT,,# 902,1562444000
2055054715,-87.64816,41.881443,1.0,0.0,815 W Madison St,2280.0,60607,490.0,APARTMENT,2255.0,,1563105000
443949603,-87.63046,41.872257,1.0,1.0,75 W Polk St #419,2057.0,60605,,APARTMENT,,# 419,1563970000
443134876,-87.63432,41.8866,1.0,1.0,205 W Wacker Dr #3704,2512.0,60606,784.0,APARTMENT,,# 3704,1615127000
2056477350,-87.62695,41.87037,1.0,1.0,11 E 9th St #1509,2552.0,60605,730.0,APARTMENT,2267.0,# 1509,1621677000
58365629,-87.64911,41.89433,2.0,2.0,680 N Green St APT 201,3000.0,60642,1350.0,APARTMENT,3018.0,Apt 201,1686920000
60269730,-87.62441,41.877884,3.0,2.0,330 S Michigan Ave APT 1906,4500.0,60604,1630.0,CONDO,3978.0,Apt 1906,1805858000
3873637,-87.648026,41.876953,2.0,2.0,812 W Van Buren St APT 5B,3700.0,60607,1400.0,APARTMENT,3189.0,Apt 5B,1900188000
2096581070,-87.63931,41.89011,1.0,0.0,500 N Kingsbury St #1,2110.0,60654,516.0,APARTMENT,2155.0,# 1,1900390000
58366080,-87.641014,41.889584,3.0,3.0,407 N Clinton St,6900.0,60654,,TOWNHOUSE,5719.0,,1987056000
87699614,-87.6269,41.861626,2.0,2.0,1503 S State St APT 306,3300.0,60605,1500.0,CONDO,3187.0,Apt 306,2042003000
54538127,-87.63583,41.891804,1.0,1.0,300 W Grand Ave APT 201,2300.0,60654,800.0,APARTMENT,2429.0,Apt 201,2049972000
87704201,-87.64309,41.894608,2.0,2.0,700 N Larrabee St APT 1310,3400.0,60654,1200.0,CONDO,3440.0,Apt 1310,2068367000
58366707,-87.63613,41.889545,2.0,2.0,333 W Hubbard St APT 603,3450.0,60654,,CONDO,3150.0,Apt 603,2086349000
58367058,-87.6392,41.88509,1.0,1.0,165 N Canal St APT 1301,2750.0,60606,1100.0,APARTMENT,2196.0,Apt 1301,2096575000
60270068,-87.64175,41.87627,2.0,2.0,417 S Jefferson St APT 309B,3300.0,60607,1200.0,CONDO,3143.0,Apt 309B,2118803000
113951096,-87.625175,41.860516,2.0,3.0,50 E 16th St UNIT 1403,5900.0,60616,2400.0,APARTMENT,4053.0,Unit 1403,2404042000
87723897,-87.629715,41.872677,1.0,0.0,780 S Federal St APT 1103,1850.0,60605,600.0,APARTMENT,1818.0,Apt 1103,2495857000
2059679148,-87.63635,41.891792,2.0,2.0,318 W Grand Ave SUITE 304,3575.0,60654,,APARTMENT,3172.0,Suite 304,2502677000
2073834274,-87.62409,41.865032,1.0,1.0,1347 S Michigan Ave #1301,2570.0,60605,717.0,APARTMENT,2865.0,# 1301,2522575000
441676833,-87.64148,41.896557,1.0,1.0,469 W Chicago Ave #1509,2540.0,60654,645.0,APARTMENT,,# 1509,2522741000
2055879349,-87.62926,41.892063,2.0,2.0,6 W Grand Ave #2007,3725.0,60654,1210.0,APARTMENT,3572.0,# 2007,2523293000
441675904,-87.62295,41.892,1.0,1.0,164 E Grand Ave #1715,3090.0,60611,724.0,APARTMENT,,# 1715,2523336000
2055500641,-87.63195,41.87435,1.0,1.0,600 S La Salle St #2102,2488.0,60605,735.0,APARTMENT,2305.0,# 2102,2523465000
2058726922,-87.62947,41.884365,1.0,1.0,145 N Dearborn St #720,2590.0,60602,728.0,APARTMENT,2267.0,# 720,2523557000
2059935629,-87.642456,41.888638,1.0,1.0,365 N Jefferson St #E904,2505.0,60661,746.0,APARTMENT,2916.0,# E904,2523680000
70467266,-87.641594,41.89292,2.0,2.0,600 N Kingsbury St APT 1609,4200.0,60654,1600.0,APARTMENT,4200.0,Apt 1609,2587676000
60269997,-87.64118,41.876286,1.0,1.0,420 S Clinton St APT 317A,2450.0,60607,950.0,APARTMENT,2291.0,Apt 317A,2753711000
89940067,-87.645966,41.861023,3.0,3.0,751 W 15th St,4000.0,60607,2500.0,TOWNHOUSE,4435.0,,2845446000
87695815,-87.62976,41.87283,2.0,3.0,740 S Federal St APT 910,2900.0,60605,1200.0,APARTMENT,2886.0,Apt 910,3000217000
70474201,-87.64786,41.860725,3.0,2.0,833 W 15th Pl UNIT 608,3250.0,60608,1500.0,APARTMENT,3111.0,Unit 608,3270518000
89899062,-87.627235,41.868584,2.0,2.0,1111 S State St APT 407A,3395.0,60605,1423.0,CONDO,3269.0,Apt 407A,3359527000
60270193,-87.6284,41.873478,1.0,0.0,633 S Plymouth Ct APT 709,1695.0,60605,800.0,APARTMENT,2207.0,Apt 709,3433991000
2087670479,-87.62422,41.862648,2.0,2.0,1464 1/2 S Michigan Ave,2450.0,60605,1100.0,APARTMENT,2953.0,,3639163000
3873157,-87.62808,41.87015,2.0,2.0,901 S Plymouth Ct APT 1205,2650.0,60605,1250.0,APARTMENT,2768.0,Apt 1205,3723708000
2086098521,-87.627464,41.873116,1.0,0.0,1 E Balbo Ave APT 501,1150.0,60605,400.0,APARTMENT,2063.0,Apt 501,3801575000
101467812,-87.62934,41.871517,2.0,2.0,1 E 8th St APT 1013,3100.0,60605,980.0,APARTMENT,2721.0,Apt 1013,3903624000
65551342,-87.646614,41.882866,1.0,1.0,737 W Washington Blvd APT 3002,2750.0,60661,1000.0,APARTMENT,2814.0,Apt 3002,3994099000
101467654,-87.62486,41.882305,1.0,1.0,6 N Michigan Ave UNIT 511,2700.0,60602,1075.0,APARTMENT,2360.0,Unit 511,4325631000
80827970,-87.643265,41.886147,1.0,1.0,200 N Jefferson St APT 1903,2600.0,60661,830.0,CONDO,2289.0,Apt 1903,4354297000
119096492,,,1.0,1.0,(undisclosed Address),2100.0,60607,692.0,APARTMENT,2323.0,,4474700000
443242699,-87.61482,41.890766,2.0,2.0,474 N Lakeshore Dr #4002,3200.0,60657,1257.0,APARTMENT,,# 4002,4492934000
80852229,-87.62102,41.88652,2.0,2.0,222 N Columbus Dr APT 2809,3200.0,60601,1250.0,APARTMENT,3580.0,Apt 2809,4744285000
70475090,-87.62122,41.86559,2.0,2.0,233 E 13th St APT 1710,2850.0,60605,1010.0,APARTMENT,2848.0,Apt 1710,4839193000
61960959,-87.6443,41.876953,1.0,1.0,700 W Van Buren St APT 908,2200.0,60607,750.0,APARTMENT,2291.0,Apt 908,4849770000
3871674,-87.62947,41.874146,2.0,2.0,600 S Dearborn St APT 1107,2600.0,60605,1108.0,APARTMENT,2676.0,Apt 1107,5010768000
80817835,-87.6246,41.866142,1.0,1.0,1250 S Michigan Ave APT 808,2350.0,60605,860.0,APARTMENT,2358.0,Apt 808,5064559000
443090645,,,1.0,1.0,555 W Madison St #2355500,1865.0,60661,759.0,APARTMENT,,# 2355500,5167127000
3871290,-87.62889,41.8759,2.0,3.0,431 S Dearborn St APT 1604,3750.0,60605,1800.0,APARTMENT,4817.0,Apt 1604,5198442000
113956231,-87.626434,41.8889,4.0,3.0,401 N Wabash Ave UNIT 63A,12000.0,60601,3080.0,APARTMENT,2848.0,Unit 63A,6147171000
89934984,-87.62463,41.86774,1.0,1.0,1160 S Michigan Ave APT 1606,2200.0,60605,800.0,CONDO,2329.0,Apt 1606,6269921000
54538072,-87.6291,41.894615,3.0,4.0,33 W Huron St APT 810,9495.0,60654,3100.0,CONDO,7970.0,Apt 810,6305028000
442676532,,,1.0,1.0,(undisclosed Address),2660.0,60610,722.0,APARTMENT,,,6576825000
124875487,-87.625275,41.879898,2.0,2.0,65 E Monroe St UNIT 4109,4500.0,60603,1543.0,APARTMENT,4287.0,Unit 4109,6736105000
442517848,-87.61723,41.887226,2.0,1.0,363 E Wacker Dr #1407,6768.0,60601,1330.0,APARTMENT,,# 1407,7249981000
89899590,-87.64641,41.8639,1.0,1.0,1351 S Halsted St UNIT 105,2350.0,60607,850.0,CONDO,2245.0,Unit 105,7505878000
442121022,-87.64376,41.88778,1.0,1.0,330 N Jefferson St #31H,1785.0,60661,718.0,APARTMENT,,# 31H,8224563000
65569037,-87.61498,41.892147,2.0,1.0,530 N Lake Shore Dr APT 2506,2899.0,60611,1047.0,SINGLE_FAMILY,3118.0,Apt 2506,9341235000
441746568,-87.64649,41.861034,1.0,1.0,1515 S Halsted St #2,1900.0,60607,732.0,APARTMENT,,# 2,9685958000
119096190,-87.64776,41.88373,2.0,3.0,118 N Halsted St #2,3995.0,60661,1600.0,SINGLE_FAMILY,4500.0,# 2,10278240000
99346932,-87.61725,41.891483,1.0,1.0,505 N McClurg Ct APT 4204,2975.0,60611,921.0,APARTMENT,2791.0,Apt 4204,10551533000
2066715192,-87.646904,41.878124,1.0,0.0,768 W Jackson Blvd #4566E2643,1395.0,60661,,APARTMENT,2728.0,# 4566e2643,11147997000
70474411,-87.62285,41.86619,2.0,1.0,1250 S Indiana Ave APT 505,2095.0,60605,924.0,APARTMENT,2570.0,Apt 505,11215568000
440274730,-87.630775,41.871777,2.0,2.0,832 S Clark St,3272.0,60605,1241.0,APARTMENT,,,12171902000
440274439,-87.633934,41.89371,1.0,0.0,653 N Wells St,2414.0,60654,563.0,APARTMENT,,,12173017000
158796412,-87.63526,41.890976,1.0,0.0,220 W Illinois St,2414.0,60654,,APARTMENT,2475.0,,12224141000
306333857,-87.63853,41.894867,6.0,4.0,400 W Huron St UNIT 501,35000.0,60654,5566.0,CONDO,3353.0,Unit 501,12787094000
2060550949,-87.64392,41.875874,1.0,1.0,353 N Des Plaines St,2415.0,60607,711.0,APARTMENT,2666.0,,13174696000
2069875419,-87.623856,41.865063,1.0,1.0,1323 S Michigan Ave #601,1900.0,60605,,APARTMENT,3233.0,# 601,13584413000
439538328,-87.623566,41.861847,1.0,1.0,1503 S Michigan Ave #D,1650.0,60605,800.0,APARTMENT,,# D,13834769000
63699762,-87.640755,41.89341,2.0,1.0,645 N Kingsbury St APT 905,2400.0,60654,750.0,APARTMENT,2595.0,Apt 905,15803378000
402715942,,,1.0,0.0,(undisclosed Address),2060.0,60605,533.0,APARTMENT,,,15952505000
400893983,-87.63345,41.879536,1.0,1.0,180 W Adams St #1B-1BA,1895.0,60603,,APARTMENT,,# 1B-1Ba,17116155000
2092463817,-87.626015,41.889767,5.0,3.0,403 N Wabash Ave #14A,20000.0,60611,3500.0,CONDO,20459.0,# 14A,18838821000
2104359105,-87.62609,41.865246,1.0,3.0,1314 S Wabash Ave #4,3150.0,60605,1500.0,APARTMENT,3404.0,# 4,20229912000
351549609,-87.625015,41.887432,1.0,1.0,320 N Michigan Ave #99D1C6822,1945.0,60601,,APARTMENT,,# 99d1c6822,20830335000
119098035,,,2.0,2.0,(undisclosed Address),3600.0,60604,1250.0,APARTMENT,2814.0,,27478588000
2058430941,-87.6182,41.894344,2.0,0.0,200 Dnp Convertible,2488.0,60611,,APARTMENT,2836.0,,33475323000
446674126,-87.62845,41.89849,1.0,1.0,858 N State St #15E,2442.0,60610,707.0,APARTMENT,,# 15E,249006000
446673706,-87.62092,41.8987,1.0,1.0,222 E Chestnut St #1103,2000.0,60611,665.0,APARTMENT,,# 1103,249756000
2102153871,-87.63608,41.898346,2.0,2.0,858 N Franklin St APT 304,3850.0,60610,1146.0,APARTMENT,3631.0,Apt 304,337317000
2061813849,-87.64276,41.897297,1.0,1.0,853 N Larrabee St #412,2350.0,60610,822.0,APARTMENT,2774.0,# 412,799171000
445840637,-87.63312,41.89736,1.0,1.0,820 N La Salle Dr #304,2112.0,60610,612.0,APARTMENT,,# 304,935682000
443993011,-87.626015,41.896904,2.0,2.0,60 E Chicago Ave #2807,3400.0,60611,1100.0,APARTMENT,,# 2807,1540276000
2110704951,,,1.0,2.0,(undisclosed Address),3200.0,60610,1500.0,APARTMENT,3170.0,,2407828000
443719187,-87.63658,41.89794,1.0,0.0,313 W Chestnut St #803,2050.0,60610,577.0,APARTMENT,,# 803,2500973000
2066761119,-87.61992,41.897957,1.0,0.0,244 E Pearson St #DC65CEAB6,1645.0,60611,,APARTMENT,2010.0,# dc65ceab6,3723014000
3852532,-87.62001,41.89829,2.0,2.0,247 E Chestnut St APT 1202,3800.0,60611,1250.0,CONDO,3369.0,Apt 1202,10623536000
60265982,-87.6253,41.897083,3.0,3.0,800 N Michigan Ave APT 4801,20000.0,60611,4200.0,CONDO,8087.0,Apt 4801,15007441000
158768936,-87.634544,41.897038,1.0,1.0,808 N Wells St,2517.0,60610,586.0,APARTMENT,2043.0,,33475256000
2057594580,-87.62645,41.896988,1.0,2.0,50 E Chicago Ave #801-3N,4000.0,60611,996.0,APARTMENT,2864.0,# 801-3N,44320746000
101462137,-87.65478,41.885292,2.0,2.0,1101 W Lake St STE 3C,4000.0,60607,1431.0,APARTMENT,3865.0,Ste 3C,10589000
2063166107,-87.65389,41.890934,1.0,2.0,1041 W Grand Ave #3,1835.0,60642,950.0,APARTMENT,2398.0,# 3,93782000
80816171,-87.65145,41.880634,1.0,1.0,950 W Monroe St UNIT 902,2800.0,60607,875.0,CONDO,2621.0,Unit 902,184906000
2068425205,-87.655334,41.884014,2.0,2.0,1123 W Randolph St #401,3465.0,60607,880.0,APARTMENT,3827.0,# 401,245411000
446668028,-87.645096,41.857742,1.0,2.0,1750 S Union Ave #2R,1750.0,60616,900.0,APARTMENT,,# 2R,260023000
442944583,-87.65121,41.8578,2.0,3.0,965 W 18th St #3,3300.0,60608,1600.0,APARTMENT,,# 3,327868000
2058920961,-87.65398,41.858257,1.0,2.0,1112 W 18th St #1R,2250.0,60608,,APARTMENT,1644.0,# 1R,340681000
2056359940,-87.65509,41.859146,2.0,2.0,1142 W 17th St UNIT 1,2300.0,60608,900.0,APARTMENT,1929.0,Unit 1,341190000
2055428553,-87.6525,41.86923,2.0,2.0,1035 W Taylor St #2W,2500.0,60607,1100.0,APARTMENT,2623.0,# 2W,343577000
446400006,-87.65103,41.876465,2.0,2.0,933 W Van Buren St #926,3050.0,60607,1200.0,APARTMENT,,# 926,354273000
2056549141,-87.64553,41.85813,2.0,4.0,717 W 17th Pl #2,2625.0,60616,1800.0,APARTMENT,2427.0,# 2,608556000
445955378,-87.65444,41.884224,2.0,2.0,144 N Aberdeen St #1313,4230.0,60607,1143.0,APARTMENT,,# 1313,843600000
2099955094,-87.655235,41.890274,3.0,3.0,1114 W Hubbard St APT 3,3850.0,60642,,APARTMENT,5277.0,Apt 3,862072000
2103282258,-87.64159,41.858376,1.0,1.0,1713 S Jefferson St #1F,1899.0,60616,700.0,APARTMENT,1597.0,# 1F,883674000
345447657,-87.65541,41.858227,1.0,1.0,1152 W 18th St #3F,1650.0,60608,750.0,APARTMENT,1609.0,# 3F,1224510000
2094981637,-87.65544,41.85746,1.0,3.0,1157 W 18th St APT F301,2399.0,60608,925.0,APARTMENT,1956.0,Apt F301,1314429000
2077387075,-87.653885,41.881393,2.0,3.0,1047 W Madison St UNIT 303,3000.0,60607,,CONDO,3786.0,Unit 303,1350972000
444376367,,,1.0,1.0,(undisclosed Address),2450.0,60607,875.0,APARTMENT,,,1384340000
440356159,-87.64571,41.85731,1.0,1.0,725 W 18th St UNIT C,1600.0,60616,850.0,TOWNHOUSE,,Unit C,1650502000
443930244,-87.64311,41.857853,1.0,3.0,628 W 18th St #G,2300.0,60616,1000.0,APARTMENT,,# G,1732432000
443888840,-87.653496,41.857155,1.0,3.0,1826 S Carpenter St #2,2100.0,60608,,APARTMENT,,# 2,1879433000
63703681,-87.6524,41.87953,1.0,1.0,1000 W Adams St APT 421,2650.0,60607,1000.0,APARTMENT,2651.0,Apt 421,1995620000
65547703,-87.64639,41.85953,2.0,3.0,1621 S Halsted St APT 202,3050.0,60608,1600.0,APARTMENT,3080.0,Apt 202,2158443000
54537588,-87.652794,41.88387,2.0,2.0,1000 W Washington Blvd UNIT 127,3700.0,60607,1750.0,SINGLE_FAMILY,3866.0,Unit 127,2184481000
2084208706,-87.651436,41.88139,3.0,3.0,949 W Madison St APT 507,5100.0,60607,1700.0,APARTMENT,5981.0,Apt 507,2184492000
2068655595,-87.65263,41.871624,2.0,3.0,1037 W Polk St #2R,2800.0,60607,1300.0,APARTMENT,3108.0,# 2R,2243073000
70473883,-87.65062,41.87708,2.0,2.0,321 S Sangamon St UNIT 810,3950.0,60607,1250.0,CONDO,3283.0,Unit 810,2301536000
65551892,-87.6518,41.87962,2.0,1.0,111 S Morgan St APT 821,2800.0,60607,950.0,APARTMENT,2861.0,Apt 821,2425877000
2068516577,-87.65266,41.87753,2.0,2.0,1019 W Jackson Blvd,4000.0,60607,1350.0,APARTMENT,4225.0,,2506489000
89928398,-87.62346,41.857285,2.0,2.0,1819 S Michigan Ave UNIT 305,2850.0,60616,1198.0,APARTMENT,2683.0,Unit 305,3004119000
2083519903,-87.65365,41.890167,2.0,3.0,448 N Carpenter St UNIT E,4200.0,60642,,APARTMENT,3605.0,Unit E,3418332000
87701754,-87.655464,41.865494,2.0,2.0,1132 W 13th St UNIT 101,2700.0,60608,1300.0,CONDO,2429.0,Unit 101,3905794000
443403075,-87.6525,41.885826,2.0,4.0,1006 W Lake St SUITE 2,4500.0,60607,,CONDO,,Suite 2,4123475000
80835830,,,1.0,1.0,(undisclosed Address),2400.0,60607,750.0,APARTMENT,2731.0,,4567972000
89926191,-87.64699,41.85929,2.0,2.0,1618 S Halsted St APT 3B,3100.0,60608,1200.0,APARTMENT,2703.0,Apt 3B,4720863000
2062944680,-87.654526,41.857147,1.0,2.0,1827 S May St #G,1550.0,60608,,APARTMENT,1644.0,# G,4824974000
2114083052,-87.65305,41.88962,1.0,1.0,413 N Carpenter St APT 2A,2220.0,60642,724.0,APARTMENT,2488.0,Apt 2A,6124384000
2063193290,-87.65273,41.85643,1.0,2.0,1029 W 19th St #2F,1775.0,60608,,SINGLE_FAMILY,1897.0,# 2F,6132196000
101300729,-87.65504,41.861977,2.0,2.0,1110 W 15th St UNIT 318,3200.0,60608,1226.0,CONDO,2295.0,Unit 318,6657889000
2054543785,-87.65145,41.87487,2.0,2.0,855 W Madison St,5118.0,60607,,APARTMENT,,,7338983000
2102232394,-87.65494,41.890297,2.0,2.0,446 N Aberdeen St #3,3500.0,60642,1200.0,APARTMENT,3787.0,# 3,7931701000
441970455,-87.65057,41.858692,1.0,2.0,1711 S Morgan St #2F,1750.0,60608,1300.0,APARTMENT,,# 2F,8787328000
2075717481,-87.62277,41.85753,4.0,3.0,1810 S Indiana Ave UNIT E,5500.0,60616,2782.0,TOWNHOUSE,2020.0,Unit E,9428192000
2083254798,-87.65355,41.87242,2.0,3.0,718 S Carpenter St #1,3120.0,60607,,APARTMENT,3211.0,# 1,15120682000
89884847,-87.656105,41.858463,2.0,3.0,1711 S Racine Ave APT 2,2950.0,60608,1600.0,APARTMENT,3134.0,Apt 2,263982000
2078966545,-87.65561,41.86969,1.0,3.0,1132 W Taylor St #2,2500.0,60607,1300.0,CONDO,2448.0,# 2,8053222000
